koi_disposition,koi_period,koi_duration,koi_depth,koi_sma,koi_incl,koi_teq,koi_dor,koi_ldm_coeff2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_smass,ra,koi_imag,koi_zmag,koi_fwm_stat_sig,koi_fwm_sdec,koi_dicco_msky,koi_dikco_msky
0,-0.426729962,-0.402932764,-0.332179168,-0.457303111,0.416855659,0.504847047,-0.30706272,0.849811772,-0.274738968,-0.336365874,-0.453551324,-0.219111777,-0.006981346,0.847149203,-0.707298851,-0.019810388,0.750249772,-2.085061862,-0.665122622,-11.23545686,-0.528058325,-0.071947511,0.021296025,0.038565188
1,-0.434159242,-0.508742128,-0.328657004,-0.492093207,0.317725619,0.042111234,-0.312800068,0.44193164,-0.275834551,-0.341573674,0.661048345,-0.099893854,-0.272443747,0.319892094,0.414802836,0.718923403,0.180115472,-0.892661614,1.265340215,1.346924409,0.911786331,-0.367798123,-0.614624836,-0.563090654
0,-0.457374225,-0.518696769,-0.332966034,-0.586330457,-0.518908032,1.447739315,-0.361977339,0.842144852,-0.278942542,-0.337363112,-0.453551324,1.800681725,0.836428485,0.942684322,-0.316807464,-0.582655181,0.230176045,0.096253548,-1.101892693,-1.104387338,-0.528058325,-0.648449893,-0.04835245,-0.043066509
0,2.091303548,1.010367764,-0.331119307,2.031033158,0.541663963,-1.021636741,0.811720183,-0.29869281,-0.280779957,-0.357640292,-0.453551324,-0.746089551,-0.711946071,-0.40690039,0.567408665,-0.582655181,-0.662570835,-1.115317034,-0.937533224,-0.984516826,-0.268204703,-1.164888267,1.005459263,1.009075365
0,-0.185200888,-0.416464182,-0.285652347,0.012194298,0.430590544,-0.663424782,-0.117183815,0.510933918,-0.262420423,-0.283623046,-0.453551324,-0.689072283,-0.477769641,0.217101143,0.455198497,0.050545211,-0.097998821,-1.507107972,0.997495155,1.019492876,-0.528058325,0.184868641,-0.002021073,-0.035508019
1,-0.429147583,-0.622049793,-0.328839,-0.493106511,0.336835025,-0.303035243,-0.287391812,-2.402495594,-0.275630039,-0.347778713,0.661048345,-0.194922633,1.095895969,-1.090157883,0.4574427,1.598368391,-0.645883977,-0.20461355,0.527244452,0.481282322,1.823403953,-0.963624106,-0.566173723,-0.563090654
0,-0.220697289,1.391833073,4.162979754,-0.044888481,0.468809355,-0.564344879,-0.229349655,0.510933918,3.777734294,1.811463903,-0.453551324,-0.746089551,-2.585357511,0.22556628,0.055730296,0.261612008,-0.100779964,0.900696083,0.46104411,0.490131822,-0.528058325,0.249822484,-0.601906419,-0.609348615
0,0.754802095,1.145394647,-0.333399614,-0.650506362,-4.829870436,-1.277502426,-0.378096555,-3.919012325,-0.280779957,-0.370825999,-0.453551324,-0.746089551,-0.711946071,-6.927474553,-9.659426113,0.472678806,-2.859673746,0.061196697,0.539419227,0.523116326,-0.528058325,-12.25938708,-0.629765809,-0.623558577
0,-0.453648431,-0.160200395,-0.331665296,-0.58261501,-0.438290228,0.096550741,-0.364613787,0.354528755,-0.277806521,-0.347889517,-0.453551324,0.725992625,-0.640943777,-0.691087135,0.755921749,-3.045101149,-1.15205199,0.620032879,1.139787843,1.141776888,-0.528058325,0.835676098,0.611793967,0.126243678
1,-0.380414846,-0.218376871,-0.33229693,-0.355972735,0.520165882,-0.308479194,-0.26061752,0.101520402,-0.277310048,-0.348886755,0.661048345,-0.507653705,0.780975506,0.047798402,0.120812194,0.331967607,-0.228712538,0.255811267,-0.381298169,-0.385968766,0.553955115,0.290061776,-0.381453854,-0.342382732
