koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_sma,koi_incl,koi_teq,koi_dor,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_smass,ra,koi_imag,koi_zmag,koi_fwm_stat_sig,koi_fwm_sdec,koi_dicco_msky,koi_dikco_msky
0,-0.418419227,-0.455966727,-0.330980133,-0.090886908,-0.487702224,0.509416841,-0.594831003,-0.272502027,-0.245024371,0.420337188,-0.277352126,-0.354537772,-0.453551324,-0.314140555,0.030299542,-1.757694407,0.897306561,-2.20083396,-1.39957371,1.01336679,0.257877544,0.162700289,-0.528058325,-0.638062336,1.423652934,1.429932115
1,0.117231204,-0.094985283,-0.327393735,-0.087242386,0.423257857,0.486724423,-0.802789921,-0.02292738,0.070852723,0.043683359,-0.276901913,-0.347224691,-0.453551324,-0.711533631,-0.2353502,-0.106992676,0.320546294,0.965167999,-0.142497108,0.044746037,0.450391181,0.495763323,-0.515278638,0.045179404,-0.490468859,-0.563090654
1,-0.447488607,-0.668906995,-0.330316382,-0.090449121,-0.55491804,0.542261132,-0.176735586,-0.285206155,-2.302825637,2.119940973,-0.276563059,-0.34822193,0.661048345,0.394255797,-0.204438912,-1.280018815,0.742456529,0.683745603,-0.74322398,-0.102665769,0.507460441,0.478064321,1.520951378,-0.324844021,-0.557089139,-0.538903484
1,1.187323437,0.009876019,-0.316484663,-0.084022693,1.305507665,0.544649807,-0.986795456,1.346181491,-0.335494025,0.452968089,-0.277364553,-0.348443538,-0.453551324,-0.735722775,1.036508827,-0.514528561,0.551699242,-0.934433176,-0.818314839,-2.223491587,0.663449752,0.690452343,-0.008351082,-0.323255204,-0.475327886,-0.442154806
1,-0.437408519,-0.61624651,-0.321302212,-0.084529279,-0.518776873,0.293241694,-0.191978648,-0.304877064,-0.583902225,0.669264347,-0.259762829,-0.244841555,0.661048345,-0.018687443,0.039666599,-0.514528561,0.731235512,-0.864077577,-0.676476549,-1.261943671,0.297445564,0.283375302,-0.502498952,-1.141006975,-0.599483863,-0.558857899
1,-0.446290258,-0.626043141,-0.328400068,-0.088942319,-0.536678573,0.48254424,0.418832625,-0.300505751,0.725607672,-0.755307559,-0.272729841,-0.32041006,-0.453551324,0.330327345,0.876894172,0.513380941,0.174673075,0.543034405,0.135617185,-0.717190013,0.673341757,0.782969852,-0.464159893,1.268605468,-0.617653031,-0.608441597
1,-0.132495945,-0.165802574,-0.330337793,-0.090243339,0.030433766,0.510611179,-0.840897576,-0.011999097,-2.259890887,2.070528466,-0.276627424,-0.346005844,0.661048345,-0.680433303,0.668383479,-1.055088029,0.717770291,0.472678806,-0.662570835,1.081011314,-1.167332111,-1.277354856,1.908601862,1.746230753,-0.502581637,-0.517739711
1,-0.371078107,-0.444963473,-0.320552815,-0.084580493,-0.385696312,0.434770727,-0.749439204,-0.225305508,-1.62506993,1.574538771,-0.274896286,-0.33625507,-0.453551324,-0.564670973,0.634100049,-1.878624937,0.921992799,-1.145499974,-1.299452565,1.456686289,0.965536369,0.901231364,-0.528058325,0.473706041,-0.572230112,-0.554020465
1,-0.178727468,-0.057206485,-0.327211739,-0.088343178,-0.008747313,0.515388531,-0.743995253,-0.079617844,-0.984115437,1.042188929,-0.276102812,-0.344122172,0.661048345,-0.670066528,0.662950585,-0.608854375,0.45071009,0.965167999,-0.465109687,-1.866062846,0.901618798,0.96076437,0.162044735,0.471895855,-0.541948166,-0.599371408
1,-0.411524357,-0.338751901,-0.332751921,-0.092854943,-0.419135336,0.43835374,0.041022444,-0.292241237,0.757808735,-0.790735394,-0.276061321,-0.3422385,-0.453551324,-0.369430027,-0.414823016,0.601660228,-0.128294381,0.543034405,0.319172618,-0.404406447,-1.526487988,-1.534794882,-0.421560939,1.7597399,-0.554060945,-0.550997069
1,-0.430378737,-0.519041519,-0.331194246,-0.091072635,-0.496146422,0.459254652,-0.258394847,-0.287801623,-0.786308907,0.854794327,-0.276377312,-0.340576436,0.661048345,-0.167277897,0.580333141,-0.708017409,0.576385479,0.261612008,-0.626415977,-0.974066594,-0.176609756,-0.196911247,1.401674305,-1.360570554,-0.578286501,-0.56611405
1,-0.397730885,-0.483977623,-0.330466261,-0.090513292,-0.403260244,0.538080949,-0.373806603,-0.211932022,-0.984115437,1.042188929,-0.276958024,-0.347113887,-0.453551324,-0.452364234,-0.049133103,-0.464947044,0.369918768,0.965167999,-0.4011434,-0.699493186,0.362884983,0.395200813,0.933085808,0.304935569,-0.548004556,-0.50262273
0,-0.456659422,-0.545457948,-0.332307636,-0.090949228,-0.58092617,-2.40954482,1.815750385,-0.369210496,0.602936955,-0.648091742,-0.277417994,-0.34822193,-0.453551324,0.349333101,0.584267305,0.298124598,-1.232442441,-0.864077577,0.461010907,1.619193129,-0.663600775,-0.710182299,-0.528058325,0.967940208,1.583844427,1.601661018
1,-0.332942689,0.000969991,-0.332351529,-0.092298068,-0.261397718,0.541066794,-0.263838798,-0.24203944,0.446531792,-0.456967893,-0.276873014,-0.344897802,0.661048345,-0.592315708,-0.055502702,0.084077561,-0.62650753,-0.934433176,-0.359426256,0.330246557,-0.902530744,-0.916938819,-0.528058325,0.979866143,-0.442017745,-0.535880088
1,-0.455532382,-0.612339349,-0.330883782,-0.090892769,-0.587005993,0.406106619,0.000737208,-0.340667188,-2.913112451,2.614998357,-0.276932062,-0.346781474,-0.453551324,1.313443259,1.087652959,-1.490437936,0.776119579,0.683745603,-0.843345125,0.935976065,0.969340986,0.914907865,-0.464159893,0.106204547,-0.566173723,-0.535880088
1,-0.408846979,-0.459241847,-0.331665296,-0.091478953,-0.419473104,0.491501774,-0.188712278,-0.253719042,0.478732855,-0.429930861,-0.276153399,-0.342681717,-0.453551324,-0.384980191,-0.658741186,0.310217651,0.367674565,0.331967607,0.004903468,-0.060131919,-0.27629073,-0.254835253,-0.472679684,0.094533608,-0.520750804,-0.511692918
1,-0.379518215,-0.498198539,-0.328785472,-0.089206719,-0.349217377,0.511805517,-0.392316035,-0.166634292,0.101520402,-0.01318764,-0.277090352,-0.349883993,-0.453551324,-0.505925909,0.223073579,0.093752003,0.502326767,0.331967607,-0.089655392,0.367023202,0.674863604,0.726654846,-0.528058325,1.871069175,-0.563145529,-0.526809899
1,-0.013543803,0.508613613,-0.325991293,-0.087367027,0.271937829,0.488515929,-0.683023005,-0.136308309,0.510933918,-0.501718843,-0.275216383,-0.33237692,-0.453551324,-0.697711263,0.320678315,0.472264561,0.109591177,0.12090081,-0.003439961,-2.280659472,0.544745691,0.572190831,-0.319323449,1.209639342,-0.508638026,-0.484482353
1,-0.291153619,-0.291492492,-0.329288638,-0.088081246,-0.152974215,0.32310014,-0.476152877,-0.277283151,0.730207823,-0.841080213,-0.275986909,-0.345562627,-0.453551324,-0.659699752,-0.054565996,0.67300924,0.307081074,-0.160521586,0.155085186,-1.00512603,-0.094430021,-0.036815731,1.793584685,1.597885125,-0.566173723,-0.54192688
1,-0.229043839,0.610745649,-0.330680375,-0.090541368,-0.031377764,0.459851821,-0.406470307,-0.251943196,-0.347761096,0.470682006,-0.27583607,-0.327390729,0.661048345,-0.699439059,0.496778991,-0.266620976,-0.913765562,0.824456801,0.299704618,-0.05830056,-1.08819607,-1.147830343,-0.391741671,0.45899085,-0.438989551,-0.378663486
1,0.088246858,0.145764776,-0.324931432,-0.086817557,0.322603017,0.506430997,-0.859407009,0.010540485,-1.694072208,1.650988311,-0.277022618,-0.345784236,-0.453551324,-0.713261427,0.135023241,-0.818064191,0.394605006,1.035523598,-0.620853691,-1.218704643,0.881834788,0.914103365,0.813808736,1.309689977,-0.499553442,-0.469365372
1,-0.334467446,-0.48963726,-0.32328276,-0.086512432,-0.320507104,0.54345547,-0.851785478,-0.046832997,0.029451357,0.670196658,-0.275583629,-0.340576436,0.661048345,-0.618232648,0.434207049,-2.301881791,0.998295713,0.718923403,-1.299452565,0.319376281,0.711387931,0.460365319,0.170564526,1.165286969,-0.554060945,-0.47843556
1,-0.44132267,-0.676003088,-0.326837041,-0.087452486,-0.543771699,0.351167079,-0.529503594,-0.287869924,0.029451357,0.670196658,-0.276147485,-0.340908848,0.661048345,-0.042876586,0.729082009,-2.301881791,0.998295713,0.718923403,-1.299452565,0.319376281,0.711387931,0.460365319,-0.523798429,1.16534021,-0.475327886,-0.35145292
0,0.589553753,-0.306920032,-0.275053738,0.017745635,0.790749355,0.51001401,-0.999860938,0.479773608,-2.888578308,2.574908964,-0.264907057,-0.278082833,-0.453551324,-0.728811591,0.851228435,-1.362251575,0.746944935,0.472678806,-0.821095982,-1.000840228,0.335491738,0.199707293,1.597629495,-1.277563413,-0.607357169,-0.590603559
1,-0.380750499,-0.166951739,-0.324856493,-0.08677529,-0.347528537,0.387594383,-0.263838798,-0.288416338,0.478732855,-0.429930861,-0.262948893,-0.250492572,-0.453551324,-0.500742521,0.618738075,0.324729315,0.134277414,0.543034405,0.024371468,-0.378660059,0.015142958,0.044438777,-0.285244285,0.215400828,-0.608568447,-0.614488389
1,-0.172765541,-0.163935181,-0.329738276,-0.089942843,0.016585281,0.529720585,-0.748350414,-0.010769666,-0.406029686,0.516365268,-0.277013205,-0.34822193,0.661048345,-0.680433303,0.218202709,-0.418993443,0.598827513,0.824456801,-0.278773111,-0.38068929,0.133086095,0.16511379,-0.425820834,2.004274806,-0.511666221,-0.517739711
0,-0.439181464,-0.221537075,-0.33229693,-0.09201454,-0.502901781,-0.088349243,0.782488535,-0.351595471,0.727141056,-0.823366295,-0.276455955,-0.342127695,-0.453551324,0.040057621,0.001823688,0.579892733,-0.911521359,0.12090081,0.633441769,-0.424957668,-0.67121001,-11.23545686,-0.528058325,-1.473589522,-0.44504594,-0.315172166
1,-0.212866651,0.070494471,-0.32602341,-0.086010165,-0.045901784,0.346389727,-0.681934215,-0.269428448,0.237991574,-0.178206767,-0.276756863,-0.344454585,-0.453551324,-0.670066528,0.578085047,-0.002992421,0.571897072,-0.160521586,-0.273210825,0.028126977,1.046194257,1.096724884,-0.43008073,0.2531463,-0.593427474,-0.593324616
1,0.289338542,0.259819399,-0.325391776,-0.087369495,0.659019866,0.54345547,-0.789724439,0.223027275,0.478732855,-0.429930861,-0.277188939,-0.347778713,-0.453551324,-0.716717019,-0.631764061,0.444450539,0.208336125,0.331967607,0.071650898,-0.571615881,0.787480278,0.86583336,2.432569,-0.350761073,-0.499553442,-0.481458957
1,-0.455885887,-0.643079512,-0.330177208,-0.089420214,-0.584303849,-0.266902749,0.537510751,-0.35350792,-0.984115437,1.042188929,-0.274283389,-0.344676193,-0.453551324,1.39464967,0.726833916,-0.487923845,0.179161482,0.965167999,-0.476234259,-0.395175975,0.599532181,0.602761834,-0.519538534,-0.626228872,-0.554060945,-0.523786503
1,-0.42103643,-0.539295551,-0.332582771,-0.091917049,-0.438388108,-0.009522947,0.16078936,-0.337457005,0.91881405,-0.949228342,-0.276382218,-0.347667908,-0.453551324,-0.281312432,-0.542777018,0.796358381,-0.0744335,1.176234797,0.772498915,0.486581504,-1.510508595,-1.525140881,0.720091037,1.563875475,-0.451102329,-0.442154806
1,-0.436419858,-0.501157639,-0.330883782,-0.090837853,-0.507292764,0.528526247,-0.06241262,-0.303319783,-0.484232268,0.602137922,-0.27653517,-0.340908848,0.661048345,-0.042876586,0.815820959,-0.321039714,0.421535446,1.035523598,-0.253742825,-1.236119398,0.470175192,0.457951819,-0.523798429,0.288994158,-0.538919972,-0.532856692
1,-0.402117682,-0.620412233,-0.329095936,-0.088283017,-0.409340067,0.377442511,-0.341142898,-0.253104326,-0.484232268,0.602137922,-0.276783777,-0.344454585,0.661048345,-0.448908642,-0.315157528,-0.321039714,0.421535446,1.035523598,-0.253742825,-1.236119398,0.470175192,0.457951819,-0.528058325,0.288960532,-0.557089139,-0.587277823
1,-0.104391172,-0.206885222,-0.322693948,-0.084564142,0.073668059,0.468212186,-0.814766613,-0.110353638,-0.583902225,0.669264347,-0.273594931,-0.322182928,0.661048345,-0.697711263,0.980306483,-0.514528561,0.731235512,-0.864077577,-0.676476549,-1.261943671,0.297445564,0.283375302,-0.38322188,-1.141047046,-0.526807194,-0.529833296
1,-0.363656564,-0.594757125,-0.32866771,-0.088089267,-0.318480496,0.437756571,-0.512082952,-0.186851615,-0.406029686,0.516365268,-0.276741454,-0.345673432,-0.453551324,-0.543937421,0.42465265,-0.373039842,0.562920259,0.965167999,-0.231493681,0.245321998,0.395604692,0.408877314,-0.528058325,-0.247359071,-0.557089139,-0.520763107
1,-0.314563063,-0.396569263,-0.324299798,-0.086883271,-0.230998605,0.520165882,-0.612251645,-0.090614428,-0.186755781,0.272099666,-0.275893788,-0.341573674,-0.453551324,-0.632055016,1.141607209,-0.30410944,0.614536936,-0.090165987,-0.423392543,0.718016925,1.158050006,1.116837386,0.047027558,-0.356441024,-0.520750804,-0.469365372
1,-0.297921263,-0.342630333,-0.329095936,-0.089056471,-0.186413239,0.468809355,-0.5730552,-0.162945997,-0.406029686,0.516365268,-0.276762092,-0.348997559,1.775648014,-0.625143832,0.269721524,-0.192853352,0.347476735,0.965167999,-0.203682252,0.002976307,0.701495926,0.741940348,0.055547349,-0.794001781,-0.59039928,-0.560067257
1,-0.425066349,-0.389315159,-0.331183541,-0.091087136,-0.470813828,0.527929078,-0.145160672,-0.300184732,-0.406029686,0.516365268,-0.276945922,-0.348665147,1.775648014,-0.253667696,-0.567131366,-0.192853352,0.347476735,0.965167999,-0.203682252,0.002976307,0.701495926,0.741940348,-0.528058325,-0.794195129,-0.575258307,-0.481458957
1,-0.456541328,-0.629188981,-0.328143132,-0.088989831,-0.591396976,0.530317753,0.267490795,-0.340687679,-1.395062337,1.360107136,-0.276388534,-0.342903325,-0.453551324,0.736359401,-0.212494581,-0.942622637,0.556187648,-0.160521586,-0.871156554,1.293682668,1.167181088,1.123273386,1.827663849,1.10518093,-0.593427474,-0.526809899
0,-0.459973094,-0.69446155,-0.329224404,-0.089436873,-0.597814566,0.470600862,1.55661833,-0.344785785,0.91881405,-0.949228342,-0.273658024,-0.330493248,-0.453551324,3.017050096,0.980119142,0.958405291,0.107346974,1.211412596,0.850370917,1.023592933,0.731932864,0.807104854,-0.528058325,1.750663748,-0.463215107,-0.457271787
1,0.026017231,-0.051604306,-0.323978628,-0.086915665,0.24896961,0.54345547,-0.86485096,0.169615295,-0.73724062,0.79326177,-0.276328225,-0.344565389,-0.453551324,-0.708078039,0.975060931,-0.685040608,0.688595648,-0.160521586,-0.587479976,-1.022888111,0.964014522,1.000184874,-0.298023971,1.03832452,-0.578286501,-0.547973673
1,-0.411592538,-0.503082491,-0.332760485,-0.092892891,-0.411028906,0.494487618,-0.052613509,-0.244908114,0.70567368,-0.60240848,-0.277724429,-0.357751096,-0.453551324,-0.369430027,-0.418195157,0.585939259,0.185894092,1.739079589,0.67237777,0.579837696,-1.143743483,-1.166333845,-0.481199475,0.768222831,-0.481384275,-0.448201598
1,-0.427642201,-0.193009055,-0.319268136,-0.083929212,-0.469800524,0.050193945,0.047555185,-0.342238129,0.711807216,-0.80099082,-0.259092403,-0.185450472,-0.453551324,-0.200106021,0.619112758,0.604078838,0.307081074,0.191256409,0.219051473,-0.226680379,0.569095242,0.632528337,-0.327843239,0.030898265,-0.602209239,-0.589394201
1,-0.347495167,-0.348376158,-0.332876106,-0.093044065,-0.254304591,0.472989537,0.007269949,-0.20256102,0.736341359,-0.886763474,-0.276867415,-0.343678955,1.775648014,-0.581948933,-0.463906396,0.566590374,-1.048417764,-0.65301078,0.472135479,-1.468076861,-10.69561577,-11.23545686,1.316476397,0.022708993,-0.012014115,-0.327265751
1,-0.356832089,-0.395003526,-0.324064274,-0.086899931,-0.310711834,0.54345547,-0.546924236,-0.16267279,-0.350827864,0.444577286,-0.275204464,-0.339468393,0.661048345,-0.594043504,1.114255401,-0.426249275,0.610048529,0.402323207,-0.364988542,0.350970389,1.169463858,1.216595396,-0.481199475,-0.271866643,-0.484412469,-0.581231031
1,-0.426456456,-0.530533169,-0.326076939,-0.086226436,-0.491417671,0.206652201,-0.483774408,-0.317922701,-3.400728548,3.036403135,-0.274599893,-0.33547944,-0.453551324,-0.215656185,0.94527369,-1.72867108,0.672886224,1.809435189,-0.87671884,-2.325035206,0.455717646,0.280961801,-0.528058325,-0.362953212,-0.499553442,-0.535880088
1,-0.326946642,-0.285545563,-0.319375192,-0.085012418,-0.261735485,0.531512091,-0.622050757,-0.158301477,-0.73724062,0.79326177,-0.274437452,-0.334593006,-0.453551324,-0.625143832,0.280212628,-0.479458708,0.6571768,-0.301232784,-0.568011975,0.420227352,1.352085491,1.412893415,-0.519538534,0.677323165,2.631599751,-0.451224995
1,0.212061418,0.536480863,-0.329470634,-0.089409415,0.510064213,0.499862139,-0.786458069,-0.044100927,0.552335285,-0.561386776,-0.276388466,-0.34146287,-0.453551324,-0.716717019,0.808139972,0.180821984,0.132033211,-0.371588383,-0.323271398,-1.295432289,0.068407601,0.080641281,2.343111196,0.282067252,-0.502581637,-0.499599334
1,-0.377441078,-0.303989661,-0.322822416,-0.086427281,-0.353270592,0.544052638,-0.509905371,-0.233228513,-0.984115437,1.042188929,-0.276654462,-0.344122172,-0.453551324,-0.6389662,0.287706274,-0.560482163,0.619025343,0.965167999,-0.328833684,0.002437424,1.172507552,1.227858397,0.315400971,0.008286345,-0.599483863,-0.611464993
1,-0.415796589,-0.527387329,-0.326612222,-0.087930072,-0.448521145,0.459851821,-0.358563541,-0.252421308,-0.984115437,1.042188929,-0.267392059,-0.292265778,-0.453551324,-0.329690719,-0.577809812,-0.619738122,0.619025343,0.965167999,-0.367769685,0.621599007,0.002968182,-0.015094229,-0.528058325,0.046288494,-0.560117334,-0.517437371
1,-0.452679872,-0.408879693,-0.331622473,-0.091393185,-0.554580272,0.354750092,1.662230974,-0.352640488,1.199423313,-1.568283149,-0.272415417,-0.340798044,-0.453551324,0.535935067,1.135424951,1.798872472,-0.720764072,-0.793721978,1.206357212,0.589807027,-1.956409747,-1.978878927,-0.344882821,-1.445460176,-0.581314696,-0.6054182
1,-0.340622997,-0.457733568,-0.330755314,-0.089945928,-0.263424325,0.407898126,-0.326988626,-0.229881726,0.187389904,-0.084975622,-0.276169291,-0.343678955,0.661048345,-0.583676729,-0.596731267,0.14091491,-0.233771939,0.402323207,-0.084093106,-0.115737886,-0.331838143,-0.363442764,-0.293764076,-1.496275699,-0.529835388,-0.575184238
1,-0.422066095,-0.254288276,-0.332532455,-0.092546734,-0.459329719,0.453880132,0.074774938,-0.315873648,0.187389904,-0.084975622,-0.277600379,-0.351213645,0.661048345,-0.276129044,0.63428739,0.14091491,-0.233771939,0.402323207,-0.084093106,-0.115737886,-0.331838143,-0.363442764,1.623188868,-1.496233667,-0.336030935,-0.366569901
1,-0.343711099,-0.263050659,-0.32520978,-0.085544303,-0.311049602,0.308768086,-0.667779943,-0.288348037,-0.993315741,1.046850487,-0.266985238,-0.287390391,1.775648014,-0.614777056,0.130901736,-0.901506257,0.798561613,-1.075144374,-0.871156554,-1.137594364,-0.133237118,-0.174385245,0.140745258,1.489324932,-0.560117334,-0.560067257
0,-0.445099864,-0.391642218,-0.331943643,-0.09083446,-0.536678573,-1.146532563,0.229383139,-0.364231297,0.725607672,-0.953889899,-0.276678332,-0.349883993,0.661048345,1.271976155,0.947521783,0.559334542,0.542722428,-1.286211172,-0.186995394,-0.916294571,0.747912257,0.828021856,-0.528058325,-0.163782254,0.95095176,0.978841403
1,-0.367798683,-0.583954975,-0.32513484,-0.086167818,-0.346177466,0.451491457,-0.553456977,-0.172508244,-1.572934875,1.524193952,-0.277726511,-0.351213645,0.661048345,-0.580221137,0.841861378,-0.784203643,0.524768801,0.472678806,-0.657008549,-0.058043748,1.171746629,1.210159395,-0.319323449,0.225704881,-0.514694415,-0.493552541
1,-0.460352017,-0.673632935,-0.330808843,-0.08982684,-0.607947604,-0.852725456,0.787932485,-0.363001865,-1.066918171,1.125164649,-0.272026907,-0.328498771,-0.453551324,3.296953045,1.133926222,-0.721319767,0.342988328,1.035523598,-0.579136547,-0.233039617,-0.195632843,-0.238745251,0.681751978,-1.291292529,-0.605540253,-0.593324616
1,-0.388140437,-0.515938774,-0.330830254,-0.08963525,-0.385696312,0.309365255,-0.438045222,-0.2869137,-1.066918171,1.125164649,-0.275927211,-0.346116649,-0.453551324,-0.48000897,0.624170969,-0.704389493,0.316057887,1.176234797,-0.545762832,1.035170493,-0.500763153,-0.567785784,0.383559298,-1.069315462,-0.544976361,-0.505646126
1,-0.425677544,-0.526166342,-0.330241442,-0.090331575,-0.477906955,0.520165882,-0.120118498,-0.267789206,-1.066918171,1.125164649,-0.276691329,-0.347003083,-0.453551324,-0.229478552,0.524130798,-0.443179549,0.107346974,1.035523598,-0.431735972,0.81786601,0.517352447,0.545642328,-0.528058325,0.626207252,-0.511666221,-0.469365372
1,-0.133979784,0.075809359,-0.328828294,-0.089368383,0.18242933,0.544052638,-0.420624579,-0.062679007,-0.352361248,0.548063857,-0.275459204,-0.336476678,-0.453551324,-0.687344487,0.789593199,-0.34522582,-1.266105492,1.387301594,1.061737779,-0.107515714,0.012099264,-0.011876228,2.713722098,-1.219866379,-0.572230112,-0.572160842
1,-0.444588904,-0.66070483,-0.327115388,-0.088436967,-0.549513754,0.542858301,-0.273637909,-0.27455108,-2.730639761,2.434129934,-0.275265375,-0.332487725,0.661048345,0.237026362,0.42296658,-1.512205432,0.697572461,-0.301232784,-1.088085702,-1.694367634,0.878791094,0.76848885,-0.451380207,0.138955754,-0.569201918,-0.554020465
1,-0.159365376,-0.216509478,-0.330252148,-0.089872501,0.004087868,0.487321591,-0.674312684,-0.080300862,0.354528755,-0.299407257,-0.276601955,-0.344232976,1.775648014,-0.678705507,0.795775457,-0.070713517,0.185894092,-0.793721978,-0.62919712,0.035669231,-0.285421812,-0.289428756,-0.242645331,-1.427031861,-0.499553442,-0.499599334
1,-0.288842089,0.194891578,-0.330134386,-0.088935532,-0.139801266,0.169030559,-0.455465864,-0.319561943,0.414330729,-0.298474945,-0.275943366,-0.341019653,1.775648014,-0.625143832,-0.518984692,0.396078327,0.062462906,1.035523598,0.33029719,-0.189619558,0.518874293,0.602761834,-0.528058325,1.54375046,-0.544976361,-0.532856692
1,-0.437468531,-0.595791374,-0.329920272,-0.089412809,-0.510332675,0.252634208,-0.101609066,-0.314507612,-0.406029686,0.516365268,-0.277341363,-0.348554342,-0.453551324,-0.184555857,0.51307767,-0.359737483,0.580873886,0.8948124,-0.231493681,-1.317267567,0.812590752,0.869051361,-0.438600521,1.276949699,-0.566173723,-0.523786503
1,-0.227576706,-0.061946791,-0.330316382,-0.090319543,-0.049617231,0.544052638,-0.540391495,-0.112266088,0.478732855,-0.429930861,-0.276800692,-0.342570912,0.661048345,-0.676977712,-0.622584345,0.266682661,-0.002618992,0.472678806,-0.003439961,0.687285871,-0.280095348,-0.278165755,-0.528058325,-1.405001386,-0.544976361,-0.526809899
1,-0.35526009,-0.335735343,-0.331740235,-0.091403675,-0.290783527,0.446714105,-0.324811046,-0.2288572,0.478732855,-0.429930861,-0.278144934,-0.353097317,0.661048345,-0.602682484,-0.332767595,0.266682661,-0.002618992,0.472678806,-0.003439961,0.687285871,-0.280095348,-0.278165755,-0.459899998,-1.405060231,-0.487440664,-0.554020465
1,-0.458601867,-0.688342247,-0.33222199,-0.091895453,-0.597476798,-0.027438014,0.519001319,-0.349136607,-1.066918171,1.125164649,-0.277140694,-0.339025176,0.661048345,2.253364272,1.075475785,-0.67173825,0.551699242,1.035523598,-0.428954829,0.20504893,-0.396516638,-0.452742273,-0.472679684,0.536224729,-0.563145529,-0.466341976
1,-0.404707322,-0.477499206,-0.331108601,-0.090979463,-0.403260244,0.535095105,-0.018861014,-0.232067383,0.067785955,0.078178883,-0.276571009,-0.346005844,-0.453551324,-0.41089713,-0.348504251,0.1614731,-0.350470515,1.035523598,0.191240044,-2.173539679,-0.018337675,0.017890275,-0.528058325,-0.406742353,-0.523778999,-0.514716315
1,-0.394328718,-0.491734487,-0.329995212,-0.090020898,-0.396167118,0.508222504,-0.345498059,-0.2056346,0.354528755,-0.299407257,-0.277381135,-0.352100079,-0.453551324,-0.47136999,-0.702391673,0.045379791,0.47764053,-0.65301078,-0.428954829,0.14211963,0.959448981,1.018688376,1.427233678,1.252411304,-0.487440664,-0.487505749
1,-0.192925842,-0.06065398,-0.330177208,-0.088523044,-0.069883307,0.33384918,-0.811500242,-0.271750708,-0.993315741,1.046850487,-0.276393093,-0.34511941,1.775648014,-0.683888895,0.763365439,-0.901506257,0.798561613,-1.075144374,-0.871156554,-1.137594364,-0.133237118,-0.174385245,-0.43008073,1.489318767,-0.499553442,-0.532856692
0,-0.251823515,-0.275691474,-0.316912889,-0.005859069,-0.118184119,0.280103978,-0.681934215,-0.268130714,-0.245024371,0.341090714,-0.275554113,-0.341684478,-0.453551324,-0.66488314,0.864154974,-0.294434997,0.605560123,0.050545211,-0.381675399,-1.097310771,1.246317129,1.288195903,-0.528058325,-0.327639162,0.763203696,-0.257727638
0,0.56034005,-0.034366832,-0.32513484,-0.006162959,0.976521711,0.44432543,-0.779925328,-0.085081985,0.533934677,-0.480275679,-0.27667627,-0.343124934,-0.453551324,-0.725355999,0.655082257,0.396078327,-0.28090021,0.472678806,0.188458901,-1.21816997,-0.33335999,-0.32643576,-0.353402612,-1.736719471,-0.508638026,-0.523786503
1,-0.458220604,-0.632622111,-0.331536828,-0.091451187,-0.594774655,0.498667801,0.565819295,-0.347483704,-1.115986457,1.188561828,-0.273767054,-0.332266116,-0.453551324,2.092679246,1.092523829,-0.594342711,0.439489073,1.528012792,-0.337177112,-0.886500247,-0.162913134,-0.171167244,0.911786331,-1.266418436,-0.575258307,-0.590301219
1,-0.25335088,-0.514286849,-0.322265722,-0.084847978,-0.151285375,0.493293281,-0.733107352,-0.011999097,-1.448730775,1.422572004,-0.277402682,-0.350881232,-0.453551324,-0.695983467,1.044751837,-0.91359931,0.522524598,0.191256409,-0.798846838,-2.202479368,0.809547058,0.836066857,1.414453992,0.895678458,-0.541948166,-0.563090654
0,-0.312191066,-0.297525608,-0.326794218,-0.019879973,-0.26916638,0.100356134,-0.818032983,-0.313961198,-1.721673119,1.857029142,-0.277025786,-0.347667908,-0.453551324,-0.614777056,0.935719291,-1.971741445,0.80305002,0.754101202,-1.096429131,-0.164098406,0.52039614,0.405659314,-0.528058325,0.970551809,0.127282835,0.135313866
1,-0.131349833,-0.247536932,-0.322372778,-0.085987026,0.086165473,0.53210926,-0.716775499,0.103430885,0.237991574,-0.178206767,-0.276257647,-0.344232976,-0.453551324,-0.683888895,0.229255837,0.160263794,0.542722428,-0.230877185,-0.198119966,-0.634513606,1.260774674,1.338879408,2.92671687,0.858275409,-0.572230112,-0.511692918
0,-0.455327017,-0.212155579,2.974650921,0.087928827,-0.578899563,-0.108055818,1.100415258,-0.356567156,0.736341359,-0.886763474,1.212887751,1.885481148,-0.453551324,-0.746089551,-2.585357511,0.519427468,-0.341493701,-0.864077577,-0.164746251,-1.423610611,-0.619467214,-0.618469289,-0.528058325,-12.25938708,-0.622195323,-0.611162653
0,-0.414526919,0.13973166,-0.295715672,0.010708033,-0.456289808,-0.914831023,-0.238796624,-0.357059612,0.167455912,-0.06446477,-0.200405246,-0.214148775,-0.453551324,-0.340057495,0.969066015,-0.223085985,0.293615854,-0.934433176,-0.74322398,1.398792175,0.194720896,0.195684793,-0.528058325,0.184938975,-0.629765809,-0.623558577
