koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_sma,koi_incl,koi_teq,koi_dor,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_smass,ra,koi_imag,koi_zmag,koi_fwm_stat_sig,koi_fwm_sdec,koi_dicco_msky,koi_dikco_msky
0,-0.441599784,-0.349568416,-0.324192741,-0.074776103,-0.527221071,-1.086218502,0.052999135,-0.362933564,-0.350827864,0.444577286,-0.272290741,-0.317307541,-0.453551324,-0.077432506,-0.07966971,-0.215830153,0.367674565,0.331967607,-0.387237685,1.213885915,0.925207425,0.978463372,-0.528058325,1.409905939,1.323419693,1.344672342
1,-0.42577689,-0.298789689,-0.328475008,-0.088975022,-0.467436149,0.425216024,-0.043903188,-0.316966476,0.510933918,-0.501718843,-0.27511944,-0.338138742,-0.453551324,-0.334874107,-0.394590173,0.419055128,0.408070226,0.050545211,0.05496404,1.326125095,0.862811701,0.899622364,0.668972291,1.412772535,-0.584342891,-0.56611405
0,-0.292392437,-0.081137846,-0.207072765,-0.062092007,-0.166484932,0.441339585,-0.482685618,-0.214308924,0.510933918,-0.501718843,-0.171955305,0.198043072,-0.453551324,-0.644149588,0.266724066,0.417845823,0.194870905,0.050545211,-0.039594819,-0.223783884,0.968580063,1.027537877,1.678567508,1.452589297,-0.627948892,-0.610557974
1,-0.10059297,0.687007109,-0.303530808,-0.080226072,0.12230664,0.503445152,-0.715686709,-0.176811255,-0.484232268,0.602137922,-0.254182468,-0.214481188,-0.453551324,-0.689072283,0.182795233,-0.314993187,0.141010024,1.246590396,-0.273210825,0.71529304,0.804981517,0.828826357,-0.344882821,1.475976907,-0.606145892,-0.59785971
1,-0.429062298,-0.379489799,-0.317448172,-0.083736697,-0.471827132,0.302796396,0.075863728,-0.320381564,0.717940752,-0.709624298,-0.260550732,-0.22833172,-0.453551324,-0.188011449,0.420156463,0.538776352,0.253220193,0.824456801,0.372014334,-0.046487239,0.9503179,1.035582877,1.307956606,1.542304832,-0.619167128,-0.600883106
1,-0.440585547,-0.475521205,-0.153544439,-0.058974126,-0.521141248,0.507028166,0.049732765,-0.312724936,-0.406029686,0.516365268,0.002934713,1.187968332,-0.453551324,0.072885744,0.786408399,-0.237597648,0.331767311,0.965167999,-0.242618253,1.022713038,0.567573395,0.578626831,-0.528058325,1.534284277,-0.622195323,-0.574579559
0,-0.16666574,1.256145421,-0.24240146,-0.065660634,-0.015164904,0.332654842,-0.809322662,-0.28848464,-1.395062337,1.360107136,-0.239469421,-0.109217141,-0.453551324,-0.692527875,-0.655931069,-0.832575855,0.726747105,-0.371588383,-0.684819978,-1.680781894,1.022605629,1.035582877,-0.528058325,1.572235118,0.356819984,0.390186165
1,-0.432897018,-0.453998782,-0.328828294,-0.089264721,-0.492093207,0.496279125,-0.028660126,-0.304945365,0.510933918,-0.501718843,-0.273990563,-0.331379682,-0.453551324,-0.124082998,0.047347586,0.183240595,0.479884734,0.261612008,-0.050719391,-0.112531955,0.741824869,0.807104854,0.55821501,1.92459017,-0.548004556,-0.532856692
1,-0.426371315,-0.382994752,-0.322586892,-0.086040092,-0.471827132,0.408495295,-0.075478102,-0.308497057,-0.001216323,0.132252948,-0.268336306,-0.29204417,1.775648014,-0.224295164,0.262227878,-0.017504084,0.27790643,1.035523598,-0.05906282,0.770256979,0.819439063,0.897208863,-0.459899998,2.065735963,-0.599483863,-0.602394804
1,-0.233033876,-0.322232655,-0.317234059,-0.083732378,-0.098255812,0.501653645,-0.745084043,-0.052297138,-0.915113159,0.966671701,-0.271965081,-0.317418345,-0.453551324,-0.657971956,-0.199568042,-0.724947683,0.652688394,0.543034405,-0.506826831,-0.580410616,0.660406058,0.684016342,1.99379977,2.101762318,-0.548004556,-0.569137446
1,-0.345917424,-0.35370541,-0.327918313,-0.087712876,-0.280312721,0.369679315,-0.422802159,-0.262461668,0.184323136,-0.112944965,-0.264382764,-0.272875033,2.890247683,-0.571582157,0.532935831,0.151798657,0.228533956,0.050545211,-0.214806824,1.832828577,-1.027322193,-1.061748834,-0.340622926,0.164643029,-0.55103275,-0.499599334
1,-0.402650271,-0.404340491,-0.331344126,-0.090424131,-0.41035337,0.187542796,-0.191978648,-0.319220434,0.184323136,-0.112944965,-0.272280382,-0.318637192,1.775648014,-0.433358478,0.747066759,0.06110076,0.07817233,0.261612008,-0.242618253,-0.898770355,-1.066890213,-1.060139834,-0.489719266,0.707835737,-0.611596642,-0.554020465
0,-0.399862342,-0.503973093,-0.072181384,-0.05068209,-0.399882565,0.527929078,-0.224642352,-0.186919916,0.627471099,-0.659279479,-0.057634661,0.555054398,-0.453551324,-0.435086274,-0.564695932,0.458962203,0.369918768,-0.582655181,-0.131372536,-0.667326515,0.779110119,0.827217356,-0.528058325,1.676719057,-0.60675153,-0.586673144
1,-0.321145218,-0.400964819,-0.321302212,-0.085908046,-0.284365936,0.544649807,-0.806056292,-0.086994435,-2.818042646,2.596352128,-0.274773196,-0.338803567,1.775648014,-0.633782812,0.637284849,-1.937880896,0.800805816,0.613390004,-1.099210274,-1.14069715,0.38875638,0.272916801,0.340960343,1.744571882,-0.620681225,-0.572160842
1,-0.396035184,-0.536623743,-0.319375192,-0.085188582,-0.425890695,0.539872456,-0.675401474,-0.17428409,-2.818042646,2.596352128,-0.271926441,-0.32794475,1.775648014,-0.512837093,0.226258379,-1.937880896,0.800805816,0.613390004,-1.099210274,-1.14069715,0.38875638,0.272916801,1.976760189,1.744570201,-0.608568447,-0.575184238
1,-0.144555965,-0.259890455,-0.321409269,-0.085931802,-0.026649013,0.54345547,-0.916024097,0.110465967,-2.818042646,2.596352128,-0.276550144,-0.346781474,1.775648014,-0.699439059,0.453128504,-1.937880896,0.800805816,0.613390004,-1.099210274,-1.14069715,0.38875638,0.272916801,-0.48545937,1.744504631,-0.578286501,-0.514716315
1,-0.432555362,-0.450077257,-0.277408985,-0.074054789,-0.496821958,0.347584065,-0.163670104,-0.311843844,-0.245024371,0.341090714,-0.203845123,0.011670307,-0.453551324,-0.129266386,0.556166133,-0.279923334,0.612292733,0.12090081,-0.337177112,-0.288651899,0.925968349,0.974440871,-0.528058325,1.766493073,-0.604631794,-0.586673144
1,-0.445630666,-0.674652819,-0.324599557,-0.085139836,-0.555931344,0.119465539,-0.382516924,-0.327689853,-2.123419715,2.019251336,-0.27424863,-0.327723141,-0.453551324,0.069430152,0.332668148,-1.910066874,0.883841341,-0.65301078,-1.252173135,-1.469464063,0.419193319,0.286593302,-0.528058325,1.793362854,-0.529835388,-0.599371408
0,-0.373776499,0.0987352,-0.178167469,-0.060766923,-0.36171479,0.459254652,-0.370540232,-0.289222299,0.474132703,-0.459764827,-0.133151972,0.454887347,-0.453551324,-0.543937421,0.935906632,0.021193685,0.199359312,-1.42692237,-0.718193693,-0.61497279,0.971623757,1.008229875,1.827663849,1.818861798,-0.626131976,-0.593022276
1,-0.363281546,-0.472960004,-0.303423751,-0.079265964,-0.380967561,0.462240497,-0.846341527,-0.185485579,2.018250345,-0.83268941,-0.267456913,-0.292154974,-0.453551324,-0.547393013,0.515513105,-2.467556616,1.090308052,0.472678806,-1.460758855,0.855676215,0.921402808,0.66712184,0.230203062,1.831899372,-0.609779725,-0.41494424
1,-0.407497358,-0.216595666,-0.303530808,-0.07992465,-0.424201855,0.427007531,-0.172380425,-0.300437449,0.627471099,-0.659279479,-0.23587837,-0.12583778,-0.453551324,-0.391891375,0.339225088,0.318682788,0.248731786,-0.65301078,-0.281554254,-0.433411392,0.797372283,0.856179359,-0.472679684,1.841456653,-0.614019197,-0.568835106
1,-0.295734614,-0.439102731,-0.320338702,-0.085344384,-0.254980127,0.542858301,-0.849607898,-0.002300247,0.050918732,0.54992848,-0.274694522,-0.329717618,0.661048345,-0.63032722,0.859471446,-1.997136856,0.892818155,-0.371588383,-1.257735421,0.382345576,0.609424186,0.503808324,-0.528058325,1.900396439,-0.55103275,-0.514716315
1,-0.376776107,-0.638827602,-0.322158665,-0.085477663,-0.393802742,0.498070632,-0.746172833,-0.064591456,0.050918732,0.54992848,-0.276153874,-0.337252308,0.661048345,-0.528387257,-0.69546005,-1.997136856,0.892818155,-0.371588383,-1.257735421,0.382345576,0.609424186,0.503808324,-0.528058325,1.900396439,-0.554060945,-0.538903484
1,-0.079423821,0.141599053,-0.326815629,-0.087087818,0.158447808,0.441339585,-0.699354857,-0.185485579,0.184323136,-0.112944965,-0.266769448,-0.278082833,2.890247683,-0.695983467,1.095333946,0.151798657,0.228533956,0.050545211,-0.214806824,1.832828577,-1.027322193,-1.061748834,-0.47693958,0.16464415,-0.560117334,-0.557043861
0,-0.435960465,-0.287757706,-0.325638006,-0.020010784,-0.510332675,-1.459449074,-0.153870993,-0.363138469,-0.915113159,0.966671701,-0.273790677,-0.327612337,-0.453551324,0.601591315,-0.711946071,-0.524203004,0.553943445,0.402323207,-0.48735883,0.033458969,0.97010191,0.971222871,-0.528058325,-1.535432892,0.936416426,0.998191139
0,-0.451059817,-0.531739792,-0.316056436,-0.000915687,-0.562686703,-1.364499217,0.406855933,-0.361840735,0.237991574,-0.178206767,-0.270979156,-0.256032785,-0.453551324,0.401166981,0.935906632,0.007891327,0.237510769,-0.160521586,-0.387237685,0.46545772,0.741824869,0.735504347,-0.528058325,-1.524388232,-0.381453854,-0.333312543
1,-0.441509852,-0.403119503,-0.324428266,-0.086903016,-0.515061426,0.533303598,0.268579585,-0.329684265,0.717940752,-0.709624298,-0.270372462,-0.299357251,0.661048345,0.107441664,-0.284808262,0.587148564,0.309325277,0.718923403,0.391482334,-0.105981161,0.977711144,1.042823378,-0.528058325,-1.472595321,-0.614624836,-0.592115257
1,-0.401892404,-0.253842975,-0.323229232,-0.086371748,-0.390425063,0.541663963,-0.161492524,-0.282453594,0.717940752,-0.709624298,-0.272227308,-0.313761805,0.661048345,-0.461003214,-0.069178606,0.587148564,0.309325277,0.718923403,0.391482334,-0.105981161,0.977711144,1.042823378,-0.528058325,-1.472556651,-0.602512058,-0.563090654
0,-0.340556182,-0.475646177,-0.328475008,-0.089054003,-0.266464236,0.541663963,-0.50337263,-0.080710672,0.242591726,-0.181936013,-0.280779957,-0.358415922,-0.453551324,-0.746089551,-0.711946071,0.085286866,0.527013005,0.12090081,-0.148059393,-0.234119488,1.103263517,1.15706239,-0.528058325,-12.25938708,-0.629765809,-0.623558577
1,-0.390797825,-0.444115963,-0.321409269,-0.085796671,-0.38772292,0.541663963,-0.459821025,-0.210962137,-0.786308907,0.854794327,-0.272264488,-0.318083171,0.661048345,-0.47136999,1.019273441,-0.452853991,0.634734767,0.191256409,-0.4011434,0.886108358,0.778349196,0.814345355,-0.332103135,2.121110298,-0.578286501,-0.591510578
1,0.066479101,-0.111648175,-0.323432639,-0.086628744,0.323616321,0.541066794,-0.852874268,0.26195928,-0.786308907,0.854794327,-0.277546222,-0.348554342,0.661048345,-0.708078039,0.457812033,-0.452853991,0.634734767,0.191256409,-0.4011434,0.886108358,0.778349196,0.814345355,1.278137338,2.1211131,-0.469271497,-0.484482353
1,-0.354358272,-0.095746605,-0.267987999,-0.072333259,-0.293147902,0.435367896,-0.457643444,-0.260139408,0.101520402,-0.01318764,-0.236434133,-0.06367659,-0.453551324,-0.566398769,-0.60216416,0.080449645,0.4574427,0.402323207,-0.100779964,-0.640931784,0.655840518,0.691256843,-0.528058325,2.238269438,-0.603420516,-0.612372012
0,-0.452757534,-0.564447899,-0.312202397,0.003202102,-0.564037774,-1.307171001,0.812974659,-0.361294321,0.533934677,-0.480275679,-0.266300922,-0.246060402,-0.453551324,0.084980316,-0.711384047,0.348915421,-0.188887872,0.543034405,0.152304043,-0.276453361,0.668015293,0.696888343,-0.438600521,-1.687321274,-0.597666947,-0.590301219
0,-0.374544766,-0.284453857,-0.324064274,-0.018883151,-0.331653445,-0.162995358,-0.323722256,-0.337661911,0.44193164,-0.361872124,-0.273352265,-0.328498771,-0.453551324,-0.521476073,1.03707085,0.240077944,0.235266566,0.718923403,0.060526326,-0.064853459,0.591922946,0.608393334,-0.528058325,-1.692067549,0.920669814,0.818601405
1,-0.443026765,-0.486678161,-0.329310049,-0.08962075,-0.53059875,0.441936754,0.172766052,-0.323933256,-0.406029686,0.516365268,-0.273509921,-0.327723141,-0.453551324,0.166186727,-0.314970187,-0.253318617,0.102858567,0.965167999,-0.298241111,-0.150935773,0.572138936,0.640573338,-0.165967213,-1.637672004,-0.55103275,-0.544950277
1,-0.405780942,-0.536063525,-0.319482249,-0.083546033,-0.434334893,0.35594443,-0.393404825,-0.274209571,0.803810253,-0.869049557,-0.271416011,-0.314537435,-0.453551324,-0.400530355,1.025455699,-0.091271707,0.789584799,-2.482256356,-0.726537122,-0.270807722,0.993690537,1.039605378,-0.506758848,-1.534612424,-0.596455669,-0.608441597
0,-0.461467744,-0.536810482,-0.215637297,0.027116557,-0.616391802,-2.442986279,0.721516286,-0.366888236,-0.335494025,0.452968089,-0.221590877,-0.038745631,-0.453551324,1.786859358,0.945648372,-0.572575216,0.838957274,-2.060122762,-0.887843412,-0.244204595,1.075870272,1.095115883,-0.528058325,-1.534129306,1.600499497,1.777017997
1,-0.288790723,-0.358531903,-0.317448172,-0.083841902,-0.262073253,0.497473463,-0.884449182,-0.102157426,2.482865683,-1.570147772,-0.274961329,-0.331822899,2.890247683,-0.644149588,0.699294767,-2.150718629,1.00951673,-1.145499974,-1.463539997,-1.279398421,1.041628716,0.914907865,-0.459899998,-1.253024177,-0.620681225,-0.554020465
1,-0.254286061,-0.066830742,-0.332286224,-0.091424037,-0.109402153,0.272937951,-0.57087762,-0.296271041,0.184323136,-0.112944965,-0.278456479,-0.35187847,2.890247683,-0.649332976,1.156032477,0.151798657,0.228533956,0.050545211,-0.214806824,1.832828577,-1.027322193,-1.061748834,-0.119108363,0.164744187,-0.435961356,-0.463318579
1,-0.43108349,-0.503499063,-0.241973233,-0.068281802,-0.495133118,0.398940592,-0.183268327,-0.294153687,-0.053351377,0.149966865,-0.200570656,0.040036198,-0.453551324,-0.270945656,-0.493880979,-0.207365016,0.645955783,-0.582655181,-0.451203972,0.525882057,1.076631195,1.072589881,-0.528058325,-1.244618298,-0.526201555,-0.618721144
1,-0.268490496,-0.084499153,-0.322833122,-0.086161031,-0.161080645,0.500459308,-0.693910906,-0.166361085,-0.053351377,0.149966865,-0.275312139,-0.335257831,-0.453551324,-0.663155344,0.196283796,-0.403272474,0.697572461,-0.723366379,-0.576355404,0.537541712,0.960209905,0.993748873,2.875598125,-1.184842352,-0.593427474,-0.554020465
1,-0.45106957,-0.492218572,-0.248075462,-0.070239965,-0.560997863,0.498070632,0.441697218,-0.339598949,-0.484232268,0.602137922,-0.12859085,0.515275669,-0.453551324,0.389072409,-0.236099565,-0.229132511,0.040020872,1.035523598,-0.25930511,0.360992346,0.524961681,0.530356826,-0.528058325,-1.492758249,-0.570716015,-0.612069672
0,-0.398969849,0.058284593,-0.329941684,-0.035178758,-0.403598012,-1.310156846,-0.365096282,-0.362523753,0.237991574,-0.178206767,-0.278182098,-0.355091794,-0.453551324,-0.499014725,-0.708948613,-0.086434486,0.589850699,-0.160521586,-0.303803397,0.375567441,0.958688058,1.010643375,-0.528058325,-1.442289548,-0.629765809,-0.623558577
1,0.795242558,0.447305662,-0.219919563,-0.066074665,1.151823261,0.534497936,-0.94215506,0.481139643,-0.484232268,0.602137922,-0.256094705,-0.217029686,4.004847352,-0.730539387,-2.585357511,-0.294434997,0.565164462,1.211412596,-0.117466821,-1.446852036,0.814112599,0.845720858,-0.183006795,-1.345823698,-0.614019197,-0.610255634
1,-0.411110392,-0.366906443,-0.332802237,-0.092870061,-0.431632749,0.346986896,-0.165847684,-0.301666881,0.184323136,-0.112944965,-0.278312333,-0.354870185,2.890247683,-0.388435783,0.468490478,0.151798657,0.228533956,0.050545211,-0.214806824,1.832828577,-1.027322193,-1.061748834,1.887302385,0.164615288,-0.387510243,-0.411920844
1,0.06565168,0.115283175,-0.116074611,-0.055369094,0.362121864,0.534497936,-0.830009675,0.148100239,-0.484232268,0.602137922,-0.211708025,0.013886392,4.004847352,-0.708078039,-0.711009365,-0.294434997,0.565164462,1.211412596,-0.117466821,-1.446852036,0.814112599,0.845720858,-0.310803658,-1.345816945,-0.624920698,-0.599976087
1,-0.208689352,-0.145548542,-0.328175249,-0.08886303,-0.026649013,0.507625335,-0.706976388,-0.076202756,-0.531767171,0.64595656,-0.280779957,-0.357972704,4.004847352,-0.746089551,-0.711946071,-0.294434997,0.565164462,1.211412596,-0.117466821,-1.446852036,0.814112599,0.845720858,-0.528058325,-12.25938708,-0.629765809,-0.623558577
1,-0.284868833,-0.25234906,-0.31081066,-0.082427656,-0.202626099,0.521957389,-0.713509129,-0.112334389,-1.572934875,1.524193952,-0.265672637,-0.283844655,-0.453551324,-0.626871628,-0.69208791,-0.99583207,0.538234021,0.331967607,-0.804409124,-0.598153753,0.745629487,0.733090847,2.547586176,-1.288073143,-0.615533295,-0.590905899
1,-0.43597538,-0.561057863,-0.315949379,-0.083463042,-0.532963126,0.41625849,-0.563256089,-0.293402367,2.482865683,-1.570147772,-0.268352962,-0.291490148,2.890247683,-0.05842675,0.182795233,-2.150718629,1.00951673,-1.145499974,-1.463539997,-1.279398421,1.041628716,0.914907865,-0.28098439,-1.253023336,-0.611596642,-0.576998276
0,-0.443309276,-0.54722479,-0.319054022,-0.004040664,-0.527221071,-0.781662355,0.166233311,-0.355420369,0.478732855,-0.429930861,-0.269955289,-0.298914034,-0.453551324,-0.04114879,0.949769877,0.238868639,0.452954293,0.331967607,0.004903468,0.678034348,0.959448981,1.06052238,-0.528058325,-0.912188748,0.361967915,0.359347524
1,-0.30121184,-0.202633311,-0.323828749,-0.08672932,-0.181008952,0.536289443,-0.514260532,-0.151881111,-0.001216323,0.132252948,-0.273090632,-0.319745235,1.775648014,-0.623416036,-0.583992069,0.056263539,0.226289752,1.035523598,-0.006221104,-0.356850042,0.854441543,0.943869868,-0.528058325,-0.893177586,-0.460186913,-0.572160842
